latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
14.059,101.3454,315.5,2.6,1.6,2024-01-01,0348,Terra,MODIS,57,61.03,299.2,21.6,D,0
14.037,99.6934,313.6,2,1.4,2024-01-01,0348,Terra,MODIS,21,61.03,297.1,12.6,D,0
13.4949,99.5845,312.8,2,1.4,2024-01-01,0348,Terra,MODIS,48,61.03,297.6,13.7,D,0
14.0574,101.3351,324.6,2.3,1.5,2024-01-01,0639,Aqua,MODIS,78,61.03,300.5,43.1,D,0
16.272,104.516,319.5,1.2,1.1,2024-01-01,0639,Aqua,MODIS,65,61.03,302.3,10.2,D,0
15.4938,103.4635,316.2,1.5,1.2,2024-01-01,0639,Aqua,MODIS,43,61.03,299.3,8.3,D,0
14.6367,102.1579,326.3,1.9,1.4,2024-01-01,0639,Aqua,MODIS,78,61.03,296.2,41.1,D,0
16.2313,101.8304,311.3,1.9,1.3,2024-01-01,0639,Aqua,MODIS,43,61.03,293.4,20.5,D,0
15.7989,104.0627,328,1.4,1.2,2024-01-01,0639,Aqua,MODIS,77,61.03,305.6,26.9,D,0
17.1386,102.2606,318.6,1.7,1.3,2024-01-01,0639,Aqua,MODIS,59,61.03,298.6,22.2,D,0
18.9887,100.6844,303.4,1.9,1.3,2024-01-01,1440,Terra,MODIS,55,61.03,290,14.1,N,0
19.0006,100.6835,314,1.9,1.3,2024-01-01,1440,Terra,MODIS,88,61.03,291.1,31.6,N,0
15.2114,100.8706,322.1,1.3,1.1,2024-01-02,0720,Aqua,MODIS,60,61.03,306.2,11.2,D,0
14.2706,99.7853,323.2,1.1,1.1,2024-01-02,0720,Aqua,MODIS,75,61.03,304.7,12.1,D,0
14.1707,100.9445,326.8,1.3,1.1,2024-01-02,0720,Aqua,MODIS,79,61.03,298.4,22.6,D,0
14.1044,101.1295,316.7,1.3,1.1,2024-01-02,0720,Aqua,MODIS,55,61.03,301.1,8.5,D,0
15.9323,100.6103,322.4,1.3,1.1,2024-01-02,0720,Aqua,MODIS,72,61.03,306.5,12.2,D,0
15.7744,101.4323,315.8,1.5,1.2,2024-01-02,0720,Aqua,MODIS,27,61.03,298.1,10.5,D,0
15.3601,101.1452,323.3,1.4,1.2,2024-01-02,0720,Aqua,MODIS,69,61.03,304,18.3,D,0
15.119,99.6843,322.9,1.1,1.1,2024-01-02,0720,Aqua,MODIS,59,61.03,301,14,D,0
15.2122,100.7971,319.8,1.3,1.1,2024-01-02,0720,Aqua,MODIS,63,61.03,303.5,10.2,D,0
14.5477,100.3271,319,1.2,1.1,2024-01-02,0720,Aqua,MODIS,31,61.03,302.9,9.4,D,0
15.1102,100.1707,319.7,1.2,1.1,2024-01-02,0720,Aqua,MODIS,67,61.03,303.7,11.3,D,0
15.2137,100.8092,335.2,1.3,1.1,2024-01-02,0720,Aqua,MODIS,85,61.03,304.4,37.7,D,0
17.7293,99.8312,311.7,1.2,1.1,2024-01-02,0721,Aqua,MODIS,57,61.03,299.4,7.7,D,0
16.4867,98.7056,316.2,1.1,1,2024-01-02,0721,Aqua,MODIS,60,61.03,303.7,6.8,D,0
17.0378,102.213,319.2,1.7,1.3,2024-01-02,0721,Aqua,MODIS,51,61.03,299.4,21.6,D,0
16.7433,98.5006,325.6,1.1,1,2024-01-02,0721,Aqua,MODIS,77,61.03,305.5,14.7,D,0
17.1628,98.268,314.9,1,1,2024-01-02,0721,Aqua,MODIS,61,61.03,303,5.3,D,0
18.2739,98.182,312.3,1.1,1,2024-01-02,0721,Aqua,MODIS,62,61.03,301.8,7.4,D,0
18.9917,101.0553,310.4,1.5,1.2,2024-01-02,0721,Aqua,MODIS,60,61.03,299.3,10.7,D,0
19.0908,100.7674,342.1,1.5,1.2,2024-01-02,0721,Aqua,MODIS,92,61.03,299.8,70.6,D,0
19.0891,100.7535,313.5,1.5,1.2,2024-01-02,0721,Aqua,MODIS,39,61.03,297.3,11,D,0
19.0255,98.4343,310.3,1.1,1,2024-01-02,0721,Aqua,MODIS,57,61.03,295.9,8.2,D,0
19.3116,100.1882,318,1.4,1.2,2024-01-02,0721,Aqua,MODIS,38,61.03,301.5,12.6,D,0
19.6356,99.4393,315.8,1.2,1.1,2024-01-02,0721,Aqua,MODIS,43,61.03,300.6,11.4,D,0
16.3761,99.8691,318.3,1.2,1.1,2024-01-02,0721,Aqua,MODIS,68,61.03,301.1,10.2,D,0
20.0061,99.6255,320.8,1.3,1.1,2024-01-02,0722,Aqua,MODIS,77,61.03,299,20.3,D,0
20.2999,99.5258,310.3,1.3,1.1,2024-01-02,0722,Aqua,MODIS,63,61.03,298.9,8.2,D,0
16.0785,101.5952,304.1,1.6,1.3,2024-01-02,1519,Terra,MODIS,58,61.03,291.8,10.8,N,0
14.5728,99.5243,311.6,1.2,1.1,2024-01-02,1519,Terra,MODIS,83,61.03,292.9,12.9,N,0
16.1127,101.4947,302,1.6,1.2,2024-01-02,1519,Terra,MODIS,46,61.03,291.8,8.9,N,0
15.1205,103.051,313.5,2,1.4,2024-01-02,1519,Terra,MODIS,87,61.03,289.9,35.3,N,0
15.1205,100.8672,306.1,1.4,1.2,2024-01-02,1519,Terra,MODIS,67,61.03,292.7,10.9,N,0
16.6477,103.3788,328.8,1.6,1.2,2024-01-03,0330,Terra,MODIS,62,61.03,300.6,38.5,D,0
18.016,103.4987,309.5,1.5,1.2,2024-01-03,0330,Terra,MODIS,57,61.03,298,8.4,D,0
17.7402,102.4416,311.7,1.3,1.1,2024-01-03,0330,Terra,MODIS,59,61.03,298.4,6.9,D,0
18.8635,98.5409,305.5,1,1,2024-01-03,0330,Terra,MODIS,52,61.03,294.4,4.8,D,0
15.3188,100.808,316.6,1.2,1.1,2024-01-03,0331,Terra,MODIS,62,61.03,302.5,8.8,D,0
16.2742,102.2889,316.6,1.4,1.2,2024-01-03,0331,Terra,MODIS,68,61.03,302.1,11,D,0
16.2722,102.3012,320.7,1.4,1.2,2024-01-03,0331,Terra,MODIS,74,61.03,302.9,17.1,D,0
16.5478,99.9725,311.6,1,1,2024-01-03,0331,Terra,MODIS,58,61.03,299.6,4.9,D,0
16.5201,99.7871,314.8,1,1,2024-01-03,0331,Terra,MODIS,65,61.03,302.4,8,D,0
16.4394,100.017,316.3,1,1,2024-01-03,0331,Terra,MODIS,68,61.03,300.4,9,D,0
16.438,100.0266,312.7,1,1,2024-01-03,0331,Terra,MODIS,61,61.03,300.9,5.8,D,0
15.4266,100.8959,316.8,1.2,1.1,2024-01-03,0331,Terra,MODIS,62,61.03,303.4,8.6,D,0
15.3414,101.1899,315.3,1.2,1.1,2024-01-03,0331,Terra,MODIS,55,61.03,301,7.5,D,0
15.3396,101.2009,318.6,1.2,1.1,2024-01-03,0331,Terra,MODIS,66,61.03,301.1,11.4,D,0
15.5877,99.5396,317.3,1,1,2024-01-03,0331,Terra,MODIS,69,61.03,302.1,7.2,D,0
15.5863,99.549,315.2,1,1,2024-01-03,0331,Terra,MODIS,65,61.03,301.4,5.5,D,0
15.33,101.1993,315.8,1.2,1.1,2024-01-03,0331,Terra,MODIS,39,61.03,300.3,7.6,D,0
15.295,101.2101,312.8,1.2,1.1,2024-01-03,0331,Terra,MODIS,41,61.03,300.8,6.1,D,0
15.2532,101.3506,321.6,1.2,1.1,2024-01-03,0331,Terra,MODIS,72,61.03,302.2,16.3,D,0
15.2216,99.6982,320,1,1,2024-01-03,0331,Terra,MODIS,74,61.03,302.6,10.8,D,0
15.0735,100.6643,320.2,1.1,1.1,2024-01-03,0331,Terra,MODIS,71,61.03,302.8,11.2,D,0
15.2126,99.6968,356.9,1,1,2024-01-03,0331,Terra,MODIS,98,61.03,305.2,74.5,D,0
15.2112,99.7062,329.1,1,1,2024-01-03,0331,Terra,MODIS,83,61.03,303.1,20.4,D,0
14.9698,100.9872,323,1.2,1.1,2024-01-03,0331,Terra,MODIS,59,61.03,302.2,14.9,D,0
14.831,101.8761,315.5,1.3,1.2,2024-01-03,0331,Terra,MODIS,32,61.03,300.4,8.8,D,0
14.8209,101.8744,320.7,1.3,1.2,2024-01-03,0331,Terra,MODIS,71,61.03,300.2,16.7,D,0
15.1272,99.8333,317.3,1.1,1,2024-01-03,0331,Terra,MODIS,70,61.03,302.2,6.8,D,0
14.8492,101.1056,321.2,1.2,1.1,2024-01-03,0331,Terra,MODIS,63,61.03,300.2,13.9,D,0
14.8475,101.1165,322.9,1.2,1.1,2024-01-03,0331,Terra,MODIS,74,61.03,302.1,16,D,2
14.8147,100.7319,315.4,1.2,1.1,2024-01-03,0331,Terra,MODIS,61,61.03,304.3,6.8,D,0
14.8131,100.7424,316.7,1.2,1.1,2024-01-03,0331,Terra,MODIS,65,61.03,304.5,7.9,D,0
14.7437,100.1621,312.5,1.1,1,2024-01-03,0331,Terra,MODIS,58,61.03,300.7,5.4,D,0
14.5003,100.3095,317.2,1.1,1.1,2024-01-03,0331,Terra,MODIS,69,61.03,301,11,D,0
14.1578,101.9102,316,1.4,1.2,2024-01-03,0331,Terra,MODIS,65,61.03,301.1,13.4,D,0
14.2533,99.8668,312.9,1.1,1,2024-01-03,0331,Terra,MODIS,58,61.03,300.7,5.1,D,0
14.0799,100.6395,319.1,1.2,1.1,2024-01-03,0331,Terra,MODIS,57,61.03,300.9,9.1,D,2
13.5657,100.0073,312.2,1.1,1,2024-01-03,0331,Terra,MODIS,56,61.03,299.2,6.3,D,0
13.3315,99.8506,318.2,1.1,1,2024-01-03,0331,Terra,MODIS,58,61.03,303.3,7.8,D,0
15.0988,101.0316,316.7,1.2,1.1,2024-01-03,0331,Terra,MODIS,63,61.03,301.1,8.2,D,0
11.0506,99.4886,316.6,1.1,1.1,2024-01-03,0332,Terra,MODIS,0,61.03,301.2,10.9,D,0
14.6957,101.904,316.4,4,1.9,2024-01-03,0623,Aqua,MODIS,54,61.03,301,50.6,D,0
14.706,101.9088,315.1,4,1.9,2024-01-03,0623,Aqua,MODIS,55,61.03,300.4,41.5,D,0
17.6984,103.6566,324.6,2.6,1.5,2024-01-03,0624,Aqua,MODIS,79,61.03,298.9,53,D,0
16.2778,103.4298,312.7,2.9,1.6,2024-01-03,0624,Aqua,MODIS,46,61.03,299,21.8,D,0
17.6917,103.6626,322.1,2.6,1.5,2024-01-03,0624,Aqua,MODIS,76,61.03,301.3,46,D,0
19.0448,100.5091,307.2,4.1,1.9,2024-01-03,0625,Aqua,MODIS,50,61.03,293.2,44.1,D,0
19.0398,100.5183,304.6,4.1,1.9,2024-01-03,0625,Aqua,MODIS,41,61.03,293.1,32,D,0
18.0719,103.1269,300.5,2.7,1.6,2024-01-03,1422,Terra,MODIS,29,61.03,290.4,16.1,N,0
16.5345,103.8638,303.2,2.5,1.5,2024-01-03,1422,Terra,MODIS,54,61.03,291.5,17.9,N,0
17.1852,104.5756,301.8,2.2,1.4,2024-01-03,1422,Terra,MODIS,44,61.03,290.8,13.4,N,0
13.2796,101.0832,320.4,1,1,2024-01-04,0704,Aqua,MODIS,35,61.03,302.8,10.1,D,0
13.2185,101.3605,316.3,1,1,2024-01-04,0704,Aqua,MODIS,20,61.03,298,6.3,D,0
13.1266,100.9877,324.9,1,1,2024-01-04,0704,Aqua,MODIS,76,61.03,300.6,13,D,0
14.0272,101.272,318.2,1,1,2024-01-04,0704,Aqua,MODIS,57,61.03,301.9,6.7,D,0
13.8409,101.1361,316.1,1,1,2024-01-04,0704,Aqua,MODIS,57,61.03,301.2,7.5,D,0
13.6286,100.8246,313.9,1,1,2024-01-04,0704,Aqua,MODIS,24,61.03,300.7,4.9,D,0
13.4064,101.1977,317.5,1,1,2024-01-04,0704,Aqua,MODIS,45,61.03,298.3,8,D,0
12.6825,101.2941,321.6,1,1,2024-01-04,0704,Aqua,MODIS,65,61.03,301.6,8.4,D,2
15.3768,103.832,317.3,1.2,1.1,2024-01-04,0705,Aqua,MODIS,55,61.03,302.6,7.3,D,0
13.8701,99.7857,318.6,1.1,1,2024-01-04,0705,Aqua,MODIS,48,61.03,301.9,9.4,D,0
14.1932,101.0845,318.7,1,1,2024-01-04,0705,Aqua,MODIS,45,61.03,301,7,D,0
14.1716,100.9379,320,1,1,2024-01-04,0705,Aqua,MODIS,71,61.03,303.6,8.9,D,0
14.6478,100.6718,314.8,1,1,2024-01-04,0705,Aqua,MODIS,53,61.03,301,6.2,D,0
14.9998,102.2075,319.5,1,1,2024-01-04,0705,Aqua,MODIS,64,61.03,303.6,7.6,D,0
14.9799,102.0026,317.1,1,1,2024-01-04,0705,Aqua,MODIS,55,61.03,301.8,6,D,0
15.3742,103.8382,316.8,1.2,1.1,2024-01-04,0705,Aqua,MODIS,43,61.03,300.3,5.3,D,0
15.007,100.9764,319.4,1,1,2024-01-04,0705,Aqua,MODIS,64,61.03,303.4,6.6,D,0
15.2729,101.4738,319,1,1,2024-01-04,0705,Aqua,MODIS,63,61.03,301.5,6.6,D,0
15.2059,100.2623,318.7,1,1,2024-01-04,0705,Aqua,MODIS,66,61.03,302.5,8.2,D,0
15.2045,100.2529,319.4,1,1,2024-01-04,0705,Aqua,MODIS,68,61.03,302.8,9,D,0
16.2053,103.2591,315.1,1.1,1.1,2024-01-04,0705,Aqua,MODIS,24,61.03,300.1,6.5,D,0
15.8848,100.5494,326.9,1,1,2024-01-04,0705,Aqua,MODIS,48,61.03,303.6,14.6,D,0
15.9451,100.5143,321.6,1,1,2024-01-04,0705,Aqua,MODIS,21,61.03,301.8,8.5,D,0
15.928,100.1541,314.8,1,1,2024-01-04,0705,Aqua,MODIS,60,61.03,302.1,5.8,D,0
15.9181,100.0881,312.8,1,1,2024-01-04,0705,Aqua,MODIS,50,61.03,300.2,4.3,D,0
16.0783,100.3634,313.1,1,1,2024-01-04,0705,Aqua,MODIS,54,61.03,300.5,4.8,D,0
16.186,100.8972,349,1,1,2024-01-04,0705,Aqua,MODIS,95,61.03,305.3,51.2,D,0
16.1846,100.8881,320.5,1,1,2024-01-04,0705,Aqua,MODIS,72,61.03,303.6,8.7,D,0
16.9173,103.0842,320.9,1.1,1.1,2024-01-04,0705,Aqua,MODIS,39,61.03,305,10.8,D,0
16.6392,99.6711,315.8,1,1,2024-01-04,0705,Aqua,MODIS,65,61.03,300.6,6.6,D,0
17.952,102.8575,322.9,1.1,1.1,2024-01-04,0705,Aqua,MODIS,71,61.03,302.7,15.7,D,0
20.2511,99.6841,314.2,1,1,2024-01-04,0706,Aqua,MODIS,55,61.03,295,8.9,D,0
18.8401,99.941,312.5,1,1,2024-01-04,0706,Aqua,MODIS,61,61.03,299.1,5.6,D,0
19.3302,100.6482,306.2,1,1,2024-01-04,0706,Aqua,MODIS,38,61.03,294.3,3.5,D,0
19.4876,100.8406,310.4,1,1,2024-01-04,0706,Aqua,MODIS,57,61.03,297.8,5.4,D,0
19.4628,100.1651,315,1,1,2024-01-04,0706,Aqua,MODIS,50,61.03,298.8,5.3,D,0
20.0299,100.3222,315.8,1,1,2024-01-04,0706,Aqua,MODIS,71,61.03,299.5,7.5,D,0
20.0285,100.3129,312.7,1,1,2024-01-04,0706,Aqua,MODIS,65,61.03,299.8,5.2,D,0
20.1389,100.0521,313.9,1,1,2024-01-04,0706,Aqua,MODIS,69,61.03,295.6,7,D,0
20.1504,99.9445,315.6,1,1,2024-01-04,0706,Aqua,MODIS,72,61.03,298,9.4,D,0
13.3562,102.126,302.5,1,1,2024-01-04,1501,Terra,MODIS,50,61.03,292.4,4.1,N,0
13.355,102.1169,314.9,1,1,2024-01-04,1501,Terra,MODIS,90,61.03,293,12.8,N,0
12.9896,101.8654,314.1,1,1,2024-01-04,1501,Terra,MODIS,88,61.03,294.1,11.5,N,0
13.2056,101.3719,306.2,1,1,2024-01-04,1501,Terra,MODIS,67,61.03,294.4,5.8,N,0
16.6989,102.8886,302.8,1.1,1,2024-01-04,1502,Terra,MODIS,52,61.03,288.6,6.8,N,0
16.6844,102.9943,301.2,1.1,1.1,2024-01-04,1502,Terra,MODIS,39,61.03,290.5,5.4,N,0
16.693,104.5062,301.2,1.3,1.1,2024-01-04,1502,Terra,MODIS,39,61.03,290.7,6.2,N,0
16.6828,104.5075,305.8,1.3,1.1,2024-01-04,1502,Terra,MODIS,66,61.03,291,10.6,N,0
15.9048,101.5685,302.2,1,1,2024-01-04,1502,Terra,MODIS,48,61.03,291.3,4.8,N,0
15.4678,100.884,303.4,1,1,2024-01-04,1502,Terra,MODIS,55,61.03,292.4,4.9,N,0
13.7598,99.5917,302.6,1.1,1,2024-01-04,1502,Terra,MODIS,50,61.03,285.8,5.8,N,0
17.0089,102.5942,301.9,1.1,1,2024-01-04,1502,Terra,MODIS,45,61.03,290.8,5.2,N,0
16.8998,102.6774,301.8,1.1,1,2024-01-04,1502,Terra,MODIS,42,61.03,290.7,5,N,0
16.6769,101.9711,300.4,1,1,2024-01-04,1502,Terra,MODIS,27,61.03,290.1,4.6,N,0
13.2918,101.0743,310.1,1,1,2024-01-04,1502,Terra,MODIS,57,61.03,295.1,7.3,N,0
13.2905,101.0653,310,1,1,2024-01-04,1502,Terra,MODIS,41,61.03,294.2,7,N,0
13.6485,102.2413,304.3,1,1,2024-01-04,1502,Terra,MODIS,59,61.03,293.2,5.2,N,0
17.1787,101.8016,303.1,1,1,2024-01-04,1503,Terra,MODIS,53,61.03,289.7,5.8,N,0
17.2005,101.8273,306.2,1,1,2024-01-04,1503,Terra,MODIS,67,61.03,290.1,8,N,0
17.1992,101.8179,301.9,1,1,2024-01-04,1503,Terra,MODIS,45,61.03,289.9,5,N,0
13.2914,101.0807,303.5,1,1,2024-01-04,1918,Aqua,MODIS,29,61.03,293.5,4.3,N,0
13.3004,101.0818,310.1,1,1,2024-01-04,1918,Aqua,MODIS,52,61.03,294,8.6,N,0
13.2927,101.0714,305.4,1,1,2024-01-04,1918,Aqua,MODIS,42,61.03,292.6,5.2,N,0
13.1186,101.1292,303.6,1,1,2024-01-04,1918,Aqua,MODIS,56,61.03,292.8,5.3,N,0
18.3209,98.9127,309.1,1.5,1.2,2024-01-05,0313,Terra,MODIS,62,61.03,295.2,10.6,D,0
20.0749,100.5334,306.6,1.3,1.1,2024-01-05,0313,Terra,MODIS,52,61.03,293.2,7.1,D,0
17.6562,102.1502,307.8,1,1,2024-01-05,0313,Terra,MODIS,40,61.03,294.8,3.8,D,0
15.0195,101.4899,312.3,1,1,2024-01-05,0314,Terra,MODIS,50,61.03,298.6,4.8,D,0
16.6002,103.2106,315.5,1,1,2024-01-05,0314,Terra,MODIS,64,61.03,301.2,5.5,D,0
16.5759,103.2536,325.4,1,1,2024-01-05,0314,Terra,MODIS,79,61.03,301.4,15.5,D,0
16.5745,103.2628,319.5,1,1,2024-01-05,0314,Terra,MODIS,71,61.03,300.7,9.5,D,0
15.6663,104.3278,313.9,1.1,1,2024-01-05,0314,Terra,MODIS,46,61.03,295.4,7.2,D,0
16.0738,100.5182,320.6,1.1,1.1,2024-01-05,0314,Terra,MODIS,74,61.03,302,10.3,D,0
15.5246,103.9791,311.7,1,1,2024-01-05,0314,Terra,MODIS,49,61.03,292.9,5.8,D,0
15.3201,104.5962,317.3,1.1,1,2024-01-05,0314,Terra,MODIS,69,61.03,297.9,11.8,D,0
15.2459,103.5626,315.2,1,1,2024-01-05,0314,Terra,MODIS,53,61.03,300,7.3,D,0
15.6736,99.5992,318.7,1.3,1.1,2024-01-05,0314,Terra,MODIS,71,61.03,299,13.3,D,0
15.1109,103.5956,316.9,1,1,2024-01-05,0314,Terra,MODIS,66,61.03,299,8.6,D,2
15.2106,102.6109,316.2,1,1,2024-01-05,0314,Terra,MODIS,63,61.03,299.3,5.9,D,0
15.2093,102.62,317.4,1,1,2024-01-05,0314,Terra,MODIS,66,61.03,298.8,7.3,D,0
15.0032,103.8213,314.8,1,1,2024-01-05,0314,Terra,MODIS,60,61.03,298.7,5.8,D,0
15.1515,101.4672,313.7,1,1,2024-01-05,0314,Terra,MODIS,56,61.03,300.4,6.2,D,0
15.1608,100.6715,323.8,1.1,1,2024-01-05,0314,Terra,MODIS,77,61.03,301.5,16,D,0
14.9796,100.7856,316.1,1.1,1,2024-01-05,0314,Terra,MODIS,65,61.03,303,6.2,D,0
13.406,102.263,315.2,1,1,2024-01-05,0314,Terra,MODIS,65,61.03,298.7,6.4,D,0
12.2828,102.6754,317.3,1,1,2024-01-05,0315,Terra,MODIS,74,61.03,300.5,8.4,D,0
13.3351,101.2698,314,1,1,2024-01-05,0315,Terra,MODIS,64,61.03,300.3,4.9,D,0
13.1168,101.1223,319.9,1,1,2024-01-05,0315,Terra,MODIS,55,61.03,299.8,9.1,D,0
13.1155,101.1315,319.8,1,1,2024-01-05,0315,Terra,MODIS,51,61.03,300.2,9.1,D,0
13.1079,101.1208,319.6,1,1,2024-01-05,0315,Terra,MODIS,56,61.03,301,8.2,D,0
13.1066,101.1302,320.6,1,1,2024-01-05,0315,Terra,MODIS,69,61.03,299.5,9.3,D,0
12.7913,101.2665,318.7,1,1,2024-01-05,0315,Terra,MODIS,71,61.03,299.2,9.9,D,0
16.7702,102.8442,315.9,4.1,1.9,2024-01-06,0354,Terra,MODIS,70,61.03,296.8,61.6,D,0
15.9563,102.7281,312.7,4.2,1.9,2024-01-06,0354,Terra,MODIS,62,61.03,297,39.3,D,0
15.9613,102.736,316.4,4.2,1.9,2024-01-06,0354,Terra,MODIS,70,61.03,297.2,64,D,0
16.7644,102.8376,314.1,4.1,1.9,2024-01-06,0354,Terra,MODIS,67,61.03,296.6,51.4,D,0
16.741,103.2279,310.1,4.4,1.9,2024-01-06,0354,Terra,MODIS,54,61.03,295.3,33.9,D,0
16.7445,103.2337,312.2,4.4,1.9,2024-01-06,0354,Terra,MODIS,64,61.03,295.4,50.7,D,0
14.1365,101.194,321,1.5,1.2,2024-01-06,0649,Aqua,MODIS,72,61.03,302.2,14.9,D,0
14.1342,101.1804,319.9,1.5,1.2,2024-01-06,0649,Aqua,MODIS,58,61.03,301.9,12.8,D,0
14.4091,102.1756,316.4,1.3,1.1,2024-01-06,0649,Aqua,MODIS,36,61.03,302.8,9.8,D,0
15.0547,105.2645,318.4,1,1,2024-01-06,0649,Aqua,MODIS,66,61.03,301.8,6.7,D,0
14.7663,102.6163,325.8,1.2,1.1,2024-01-06,0649,Aqua,MODIS,75,61.03,304.1,17.3,D,0
14.6962,101.9197,326.6,1.3,1.1,2024-01-06,0649,Aqua,MODIS,77,61.03,305,21.8,D,0
14.822,101.867,315.7,1.3,1.1,2024-01-06,0649,Aqua,MODIS,44,61.03,302.4,6.3,D,0
15.6424,105.379,316,1,1,2024-01-06,0649,Aqua,MODIS,54,61.03,303.5,5,D,0
15.418,103.7324,321.5,1.1,1,2024-01-06,0649,Aqua,MODIS,67,61.03,306.1,9.1,D,0
15.3547,102.5633,318.7,1.2,1.1,2024-01-06,0649,Aqua,MODIS,56,61.03,305.5,7.5,D,0
11.9914,102.7794,313,1.3,1.1,2024-01-06,0649,Aqua,MODIS,45,61.03,298.1,9.1,D,0
15.1188,99.9018,319.1,1.8,1.3,2024-01-06,0649,Aqua,MODIS,67,61.03,302.3,13.8,D,0
13.166,101.2035,323.3,1.6,1.2,2024-01-06,0649,Aqua,MODIS,77,61.03,301.9,20.1,D,0
13.1768,101.2015,319.4,1.6,1.2,2024-01-06,0649,Aqua,MODIS,58,61.03,301.2,11.5,D,0
13.1695,101.0862,317.4,1.6,1.2,2024-01-06,0649,Aqua,MODIS,49,61.03,300.3,13.1,D,0
14.128,101.2094,335.4,1.5,1.2,2024-01-06,0649,Aqua,MODIS,87,61.03,303.1,43.9,D,0
14.1387,101.2076,320.7,1.5,1.2,2024-01-06,0649,Aqua,MODIS,55,61.03,303.4,12.9,D,0
17.8534,99.5365,330.1,1.7,1.3,2024-01-06,0650,Aqua,MODIS,84,61.03,297.3,50.5,D,0
15.8657,102.8689,328.8,1.1,1.1,2024-01-06,0650,Aqua,MODIS,78,61.03,306.4,18.6,D,0
15.8641,102.8586,330.1,1.1,1.1,2024-01-06,0650,Aqua,MODIS,80,61.03,306.5,20.7,D,0
15.9526,100.1829,313.7,1.6,1.3,2024-01-06,0650,Aqua,MODIS,57,61.03,297.8,13.3,D,0
15.9501,100.1679,311.1,1.7,1.3,2024-01-06,0650,Aqua,MODIS,39,61.03,298.1,8.6,D,0
16.0668,100.7384,319.5,1.5,1.2,2024-01-06,0650,Aqua,MODIS,70,61.03,303.2,10.9,D,0
16.0645,100.7246,326,1.5,1.2,2024-01-06,0650,Aqua,MODIS,78,61.03,303.1,23.1,D,0
16.0599,100.7329,321.7,1.5,1.2,2024-01-06,0650,Aqua,MODIS,74,61.03,303.6,14.9,D,0
16.0706,100.7309,320.4,1.5,1.2,2024-01-06,0650,Aqua,MODIS,72,61.03,302.5,11.8,D,0
16.5258,102.9562,322.7,1.1,1,2024-01-06,0650,Aqua,MODIS,73,61.03,307.2,12.6,D,0
16.6615,102.8641,322.6,1.1,1.1,2024-01-06,0650,Aqua,MODIS,73,61.03,305.3,12,D,0
16.7671,102.8301,321.2,1.1,1.1,2024-01-06,0650,Aqua,MODIS,71,61.03,303.1,9.1,D,0
16.9948,102.877,327.8,1.1,1,2024-01-06,0650,Aqua,MODIS,79,61.03,305.1,17.2,D,0
17.423,104.2415,328.9,1,1,2024-01-06,0650,Aqua,MODIS,81,61.03,304.1,17.8,D,0
17.2993,102.2773,321.2,1.2,1.1,2024-01-06,0650,Aqua,MODIS,71,61.03,303.5,11.7,D,0
17.3088,102.2757,331.9,1.2,1.1,2024-01-06,0650,Aqua,MODIS,83,61.03,303.2,26.5,D,0
17.6158,103.7412,318.3,1,1,2024-01-06,0650,Aqua,MODIS,65,61.03,303.5,6.7,D,0
17.6927,104.0746,317.1,1,1,2024-01-06,0650,Aqua,MODIS,62,61.03,303.1,7.4,D,0
17.6913,104.0653,320.6,1,1,2024-01-06,0650,Aqua,MODIS,68,61.03,303.9,10.4,D,0
17.8547,103.1251,324.2,1.1,1,2024-01-06,0650,Aqua,MODIS,57,61.03,303.8,15.1,D,0
17.856,99.5519,327.3,1.7,1.3,2024-01-06,0650,Aqua,MODIS,82,61.03,297.9,42.3,D,0
17.8645,99.5339,312.5,1.7,1.3,2024-01-06,0650,Aqua,MODIS,64,61.03,295.1,13.6,D,0
18.6316,100.491,320.9,1.4,1.2,2024-01-06,0650,Aqua,MODIS,78,61.03,293.5,24.1,D,0
16.8868,103.189,308.4,1.1,1,2024-01-06,1445,Terra,MODIS,74,61.03,290.8,10.1,N,0
13.5058,102.257,309.7,1.4,1.2,2024-01-06,1445,Terra,MODIS,78,61.03,292.6,13.5,N,0
13.3968,101.5579,306.1,1.5,1.2,2024-01-06,1445,Terra,MODIS,67,61.03,292.8,10.8,N,0
13.6004,101.3766,306.8,1.6,1.2,2024-01-06,1445,Terra,MODIS,69,61.03,292.8,12,N,0
15.1256,104.0102,304.9,1.1,1,2024-01-06,1445,Terra,MODIS,62,61.03,291.9,6.6,N,0
15.1242,104.0005,308.7,1.1,1,2024-01-06,1445,Terra,MODIS,75,61.03,292.4,9.2,N,0
15.0004,102.6993,330.7,1.2,1.1,2024-01-06,1445,Terra,MODIS,100,61.03,292.5,40,N,0
14.9987,102.6882,310.8,1.2,1.1,2024-01-06,1445,Terra,MODIS,81,61.03,291.5,13.5,N,0
14.8103,99.7644,303.7,2,1.4,2024-01-06,1445,Terra,MODIS,56,61.03,293,13.3,N,0
15.2798,101.8634,302.3,1.4,1.2,2024-01-06,1445,Terra,MODIS,48,61.03,292.1,7.5,N,0
15.6406,101.0212,309.3,1.5,1.2,2024-01-06,1445,Terra,MODIS,77,61.03,294.9,13.8,N,0
16.3968,101.9216,300.8,1.3,1.1,2024-01-06,1445,Terra,MODIS,34,61.03,290.3,6,N,0
